count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus,overStatus,freq
260,2019/11/24 23:30:42.625,8.603657,46.3996,476.3572,1,0,0,0.01662954
261,2019/11/24 23:30:42.641,8.472605,46.27693,476.2689,1,0,0,0.01662954
262,2019/11/24 23:30:42.658,8.472605,46.27693,476.2689,1,0,0,0.01662954
263,2019/11/24 23:30:42.675,8.472605,46.27693,476.2689,1,0,0,0.01662954
264,2019/11/24 23:30:42.691,8.494413,45.99445,476.3215,1,0,0,0.01662954
265,2019/11/24 23:30:42.707,8.494413,45.99445,476.3215,1,0,0,0.01662954
266,2019/11/24 23:30:42.724,8.494413,45.99445,476.3215,1,0,0,0.01662954
267,2019/11/24 23:30:42.740,8.516913,45.84176,476.4474,1,0,0,0.01662954
268,2019/11/24 23:30:42.758,8.516913,45.84176,476.4474,1,0,0,0.01662954
269,2019/11/24 23:30:42.785,8.516913,45.84176,476.4474,1,0,0,0.01662954
270,2019/11/24 23:30:42.802,8.123031,45.14279,476.6914,1,0,0,0.01662954
271,2019/11/24 23:30:42.819,8.123031,45.14279,476.6914,1,0,0,0.01662954
272,2019/11/24 23:30:42.835,7.937255,44.78716,476.7636,1,0,0,0.01662954
273,2019/11/24 23:30:42.852,7.937255,44.78716,476.7636,1,0,0,0.01662954
274,2019/11/24 23:30:42.868,7.937255,44.78716,476.7636,1,0,0,0.01662954
275,2019/11/24 23:30:42.885,8.193885,44.34645,476.7317,1,0,0,0.01662954
276,2019/11/24 23:30:42.901,8.193885,44.34645,476.7317,1,0,0,0.01662954
277,2019/11/24 23:30:42.918,8.193885,44.34645,476.7317,1,0,0,0.01662954
278,2019/11/24 23:30:42.935,8.193885,44.34645,476.7317,1,0,0,0.01662954
279,2019/11/24 23:30:42.951,8.179383,44.2877,476.5533,1,0,0,0.01662954
280,2019/11/24 23:30:42.967,8.179383,44.2877,476.5533,1,0,0,0.01662954
281,2019/11/24 23:30:42.984,8.179383,44.2877,476.5533,1,0,0,0.01662954
282,2019/11/24 23:30:43.0,8.180931,44.08907,476.4955,1,0,0,0.01662954
283,2019/11/24 23:30:43.17,8.180931,44.08907,476.4955,1,0,0,0.01662954
284,2019/11/24 23:30:43.34,8.180931,44.08907,476.4955,1,0,0,0.01662954
285,2019/11/24 23:30:43.51,8.276405,43.82487,476.5327,1,0,0,0.01662954
286,2019/11/24 23:30:43.67,8.276405,43.82487,476.5327,1,0,0,0.01662954
287,2019/11/24 23:30:43.83,8.276405,43.82487,476.5327,1,0,0,0.01662954
288,2019/11/24 23:30:43.100,8.53303,43.78036,476.457,1,0,0,0.01662954
289,2019/11/24 23:30:43.117,8.53303,43.78036,476.457,1,0,0,0.01662954
290,2019/11/24 23:30:43.134,9.263929,43.62361,476.4554,1,0,0,0.01662954
291,2019/11/24 23:30:43.151,9.263929,43.62361,476.4554,1,0,0,0.01662954
292,2019/11/24 23:30:43.167,9.263929,43.62361,476.4554,1,0,0,0.01662954
293,2019/11/24 23:30:43.184,10.18376,42.89718,476.4423,1,0,0,0.01662954
294,2019/11/24 23:30:43.201,10.18376,42.89718,476.4423,1,0,0,0.01662954
295,2019/11/24 23:30:43.216,10.18376,42.89718,476.4423,1,0,0,0.01662954
296,2019/11/24 23:30:43.233,10.68924,42.35396,476.5182,1,0,0,0.01662954
297,2019/11/24 23:30:43.250,10.68924,42.35396,476.5182,1,0,0,0.01662954
298,2019/11/24 23:30:43.266,10.68924,42.35396,476.5182,1,0,0,0.01662954
299,2019/11/24 23:30:43.283,10.64781,41.91068,476.6667,1,0,0,0.01662954
300,2019/11/24 23:30:43.300,10.64781,41.91068,476.6667,1,0,0,0.01662954
301,2019/11/24 23:30:43.316,10.64781,41.91068,476.6667,1,0,0,0.01662954
302,2019/11/24 23:30:43.333,10.64781,41.91068,476.6667,1,0,0,0.01662954
303,2019/11/24 23:30:43.349,10.35775,42.0227,476.8927,1,0,0,0.01662954
304,2019/11/24 23:30:43.367,10.35775,42.0227,476.8927,1,0,0,0.01662954
305,2019/11/24 23:30:43.383,10.35775,42.0227,476.8927,1,0,0,0.01662954
306,2019/11/24 23:30:43.399,10.46094,42.78083,476.7194,1,0,0,0.01662954
307,2019/11/24 23:30:43.416,10.46094,42.78083,476.7194,1,0,0,0.01662954
308,2019/11/24 23:30:43.433,10.46094,42.78083,476.7194,1,0,0,0.01662954
309,2019/11/24 23:30:43.449,10.9774,43.71629,476.3525,1,0,0,0.01662954
310,2019/11/24 23:30:43.467,10.9774,43.71629,476.3525,1,0,0,0.01662954
311,2019/11/24 23:30:43.483,10.9774,43.71629,476.3525,1,0,0,0.01662954
312,2019/11/24 23:30:43.500,11.73809,44.50681,476.0128,1,0,0,0.01662954
313,2019/11/24 23:30:43.517,11.73809,44.50681,476.0128,1,0,0,0.01662954
314,2019/11/24 23:30:43.532,12.15499,44.34021,476.0399,1,0,0,0.01662954
315,2019/11/24 23:30:43.548,12.15499,44.34021,476.0399,1,0,0,0.01662954
316,2019/11/24 23:30:43.565,12.15499,44.34021,476.0399,1,0,0,0.01662954
317,2019/11/24 23:30:43.583,12.36454,43.97351,476.2762,1,0,0,0.01662954
318,2019/11/24 23:30:43.598,12.36454,43.97351,476.2762,1,0,0,0.01662954
319,2019/11/24 23:30:43.615,12.36454,43.97351,476.2762,1,0,0,0.01662954
320,2019/11/24 23:30:43.631,12.2091,43.84003,476.429,1,0,0,0.01662954
