count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus
1279,2019/11/20 14:07:33.380,18.2527,65.42683,533.1918,1,0
1280,2019/11/20 14:07:33.457,17.66114,65.01505,533.0201,1,0
1281,2019/11/20 14:07:33.536,17.12847,65.96163,533.2454,1,0
1282,2019/11/20 14:07:33.594,16.80931,66.46046,532.8337,1,0
1283,2019/11/20 14:07:33.669,16.85064,66.98487,532.6627,1,0
1284,2019/11/20 14:07:33.748,16.85449,66.62621,532.5393,1,0
1285,2019/11/20 14:07:33.812,17.00005,66.07377,531.9672,1,0
1286,2019/11/20 14:07:33.891,17.32027,64.99364,531.7681,1,0
1287,2019/11/20 14:07:33.969,18.19141,64.63097,531.7334,1,0
1288,2019/11/20 14:07:34.35,18.52694,65.63966,531.9875,1,0
1289,2019/11/20 14:07:34.114,18.55235,67.25826,532.087,1,0
1290,2019/11/20 14:07:34.186,18.17702,69.20628,531.3293,1,0
1291,2019/11/20 14:07:34.243,18.40161,69.50823,531.1672,1,0
1292,2019/11/20 14:07:34.317,18.87659,69.97055,531.012,1,0
1293,2019/11/20 14:07:34.389,19.67283,69.49118,530.6074,1,0
1294,2019/11/20 14:07:34.449,20.83601,68.71426,530.8467,1,0
1295,2019/11/20 14:07:34.535,21.68524,68.14877,531.5131,1,0
1296,2019/11/20 14:07:34.608,21.61282,68.09778,531.4464,1,0
1297,2019/11/20 14:07:34.666,21.51424,66.57176,531.2147,1,0
1298,2019/11/20 14:07:34.744,22.20573,65.52572,531.1887,1,0
1299,2019/11/20 14:07:34.816,23.46682,64.27023,531.5028,1,0
1300,2019/11/20 14:07:34.873,24.42576,62.89124,531.3309,1,0
1301,2019/11/20 14:07:34.956,25.00714,61.92615,531.2944,1,0
1302,2019/11/20 14:07:35.35,25.17762,61.27505,531.1448,1,0
1303,2019/11/20 14:07:35.93,25.39175,61.82982,530.8878,1,0
1304,2019/11/20 14:07:35.168,25.56613,62.06849,530.6293,1,0
1305,2019/11/20 14:07:35.246,25.48734,62.10054,530.4302,1,0
1306,2019/11/20 14:07:35.302,25.41047,62.05229,530.1431,1,0
1307,2019/11/20 14:07:35.379,25.21086,62.37374,530.0556,1,0
1308,2019/11/20 14:07:35.453,25.06016,62.5834,529.6238,1,0
1309,2019/11/20 14:07:35.509,25.2294,62.63373,529.7198,1,0
1310,2019/11/20 14:07:35.589,25.54488,62.58188,529.9339,1,0
1311,2019/11/20 14:07:35.666,26.04633,61.71765,529.6979,1,0
1312,2019/11/20 14:07:35.721,26.30658,60.81288,529.6833,1,0
1313,2019/11/20 14:07:35.899,26.35911,60.65099,529.4501,1,0
1314,2019/11/20 14:07:35.971,26.50634,60.82581,528.8599,1,0
1315,2019/11/20 14:07:36.32,26.56052,60.49363,528.8477,1,0
1316,2019/11/20 14:07:36.115,26.92065,59.87169,528.3701,1,0
1317,2019/11/20 14:07:36.189,26.76447,58.45014,527.7341,1,0
1318,2019/11/20 14:07:36.250,27.19221,57.20026,527.0284,1,0
1319,2019/11/20 14:07:36.329,27.1891,56.00372,525.8681,1,0
1320,2019/11/20 14:07:36.403,26.7922,53.72881,525.2885,1,0
1321,2019/11/20 14:07:36.465,26.96962,53.78194,525.8688,1,0
1322,2019/11/20 14:07:36.549,27.07797,55.67479,526.1173,1,0
1323,2019/11/20 14:07:36.636,27.08974,56.90715,526.4138,1,0
1324,2019/11/20 14:07:36.709,27.15297,57.21866,526.8578,1,0
1325,2019/11/20 14:07:36.797,27.59441,55.80178,527.1121,1,0
1326,2019/11/20 14:07:36.882,28.64989,53.67255,527.5829,1,0
1327,2019/11/20 14:07:36.944,29.52074,52.56369,528.4719,1,0
1328,2019/11/20 14:07:37.23,29.79928,54.10909,529.1479,1,0
1329,2019/11/20 14:07:37.106,29.57244,59.91864,530.2731,1,0
1330,2019/11/20 14:07:37.177,28.71506,73.10342,531.886,1,0
1331,2019/11/20 14:07:37.269,28.87493,79.01855,531.8754,1,0
1332,2019/11/20 14:07:37.359,30.16336,82.66277,532.6595,1,0
1333,2019/11/20 14:07:37.433,30.99829,85.05223,532.7888,1,0
1334,2019/11/20 14:07:37.512,31.35313,87.1968,533.7033,1,0
1335,2019/11/20 14:07:37.596,31.83366,86.16222,533.6308,1,0
1336,2019/11/20 14:07:37.664,31.66882,85.82021,533.7381,1,0
1337,2019/11/20 14:07:37.743,31.32693,84.78056,533.1464,1,0
1338,2019/11/20 14:07:37.815,30.92929,84.55103,533.1602,1,0
1339,2019/11/20 14:07:37.878,32.09815,84.91232,534.5298,1,0
1340,2019/11/20 14:07:37.958,32.56966,85.17958,535.3571,1,0
1341,2019/11/20 14:07:38.38,32.54141,85.81687,536.7446,1,0
1342,2019/11/20 14:07:38.101,31.77337,86.59734,538.0084,1,0
1343,2019/11/20 14:07:38.186,31.35184,87.222,538.6439,1,0
1344,2019/11/20 14:07:38.263,31.78088,87.05225,539.3776,1,0
1345,2019/11/20 14:07:38.324,32.67673,86.38255,539.9866,1,0
1346,2019/11/20 14:07:38.405,32.68396,87.15308,539.8965,1,0
1347,2019/11/20 14:07:38.479,32.31665,88.12286,539.2433,1,0
1348,2019/11/20 14:07:38.541,32.01778,88.6009,537.9471,1,0
1349,2019/11/20 14:07:38.624,32.00687,87.87749,537.1722,1,0
1350,2019/11/20 14:07:38.700,32.17849,86.94939,536.5275,1,0
1351,2019/11/20 14:07:38.762,31.91388,87.63801,535.9439,1,0
1352,2019/11/20 14:07:38.843,31.6884,88.5296,535.2966,1,0
1353,2019/11/20 14:07:38.917,31.22856,88.74635,534.5029,1,0
1354,2019/11/20 14:07:38.982,30.901,88.31922,533.6813,1,0
1355,2019/11/20 14:07:39.59,31.05649,87.52605,532.7676,1,0
1356,2019/11/20 14:07:39.137,31.72444,86.26906,532.3572,1,0
1357,2019/11/20 14:07:39.198,32.16921,86.92667,532.816,1,0
1358,2019/11/20 14:07:39.276,31.59636,88.57915,533.3464,1,0
1359,2019/11/20 14:07:39.353,30.9665,89.33194,533.6166,1,0
1360,2019/11/20 14:07:39.414,30.38593,89.12044,534.0259,1,0
1361,2019/11/20 14:07:39.498,30.49473,89.04486,533.7324,1,0
1362,2019/11/20 14:07:39.575,30.78122,88.7206,533.4086,1,0
1363,2019/11/20 14:07:39.636,31.23184,86.97959,532.5457,1,0
1364,2019/11/20 14:07:39.715,31.44508,86.85492,532.6339,1,0
1365,2019/11/20 14:07:39.793,31.64306,87.28873,532.5322,1,0
1366,2019/11/20 14:07:39.860,31.37701,88.38783,531.5217,1,0
1367,2019/11/20 14:07:39.940,30.85728,87.81388,531.2663,1,0
1368,2019/11/20 14:07:40.18,30.96498,86.49142,530.8732,1,0
1369,2019/11/20 14:07:40.81,31.68883,85.78415,530.9657,1,0
1370,2019/11/20 14:07:40.161,32.03819,86.63836,530.3175,1,0
1371,2019/11/20 14:07:40.243,32.22839,87.49963,530.8087,1,0
1372,2019/11/20 14:07:40.300,32.38775,87.78642,531.1827,1,0
1373,2019/11/20 14:07:40.379,32.67038,87.41088,530.6335,1,0
1374,2019/11/20 14:07:40.457,32.65663,86.59109,530.3188,1,0
1375,2019/11/20 14:07:40.531,32.42963,86.25199,529.657,1,0
1376,2019/11/20 14:07:40.613,32.61958,85.22804,529.4638,1,0
1377,2019/11/20 14:07:40.694,33.25475,83.79923,529.6994,1,0
1378,2019/11/20 14:07:40.756,34.30935,82.16787,530.2746,1,0
1379,2019/11/20 14:07:40.836,34.6684,81.82793,531.0605,1,0
1380,2019/11/20 14:07:40.909,34.79344,82.68018,531.6117,1,0
1381,2019/11/20 14:07:40.971,34.51795,84.0006,531.9263,1,0
1382,2019/11/20 14:07:41.52,33.9617,84.54519,532.6802,1,0
1383,2019/11/20 14:07:41.126,33.84137,84.12286,532.9894,1,0
1384,2019/11/20 14:07:41.186,34.15792,83.45567,533.3855,1,0
1385,2019/11/20 14:07:41.269,34.417,82.53789,533.739,1,0
1386,2019/11/20 14:07:41.344,34.62511,82.94099,533.793,1,0
1387,2019/11/20 14:07:41.404,34.61977,82.92532,533.7168,1,0
1388,2019/11/20 14:07:41.485,34.34219,82.91212,533.5073,1,0
1389,2019/11/20 14:07:41.560,33.8772,83.04343,533.5475,1,0
1390,2019/11/20 14:07:41.622,33.438,83.35282,533.0725,1,0
1391,2019/11/20 14:07:41.706,33.03795,82.99632,532.2764,1,0
1392,2019/11/20 14:07:41.782,33.24274,81.76448,531.3956,1,0
1393,2019/11/20 14:07:41.842,33.70521,81.49222,531.2814,1,0
1394,2019/11/20 14:07:41.923,33.74293,82.0196,530.8184,1,0
1395,2019/11/20 14:07:41.997,33.66838,82.09543,530.4869,1,0
1396,2019/11/20 14:07:42.60,33.75061,81.32792,530.5389,1,0
1397,2019/11/20 14:07:42.141,34.24499,80.65759,530.578,1,0
1398,2019/11/20 14:07:42.222,34.7927,79.4547,530.7874,1,0
1399,2019/11/20 14:07:42.281,35.25809,79.08212,531.6202,1,0
1400,2019/11/20 14:07:42.361,35.0807,80.35871,531.9146,1,0
1401,2019/11/20 14:07:42.436,34.55071,81.88372,531.8599,1,0
1402,2019/11/20 14:07:42.498,34.91782,81.44237,531.2564,1,0
1403,2019/11/20 14:07:42.575,35.09904,81.13943,530.7318,1,0
1404,2019/11/20 14:07:42.648,35.32014,80.56078,530.5135,1,0
1405,2019/11/20 14:07:42.714,35.32561,81.01218,529.8453,1,0
1406,2019/11/20 14:07:42.797,35.61695,80.78437,529.3065,1,0
1407,2019/11/20 14:07:42.877,36.12405,79.90445,529.053,1,0
1408,2019/11/20 14:07:42.938,37.02613,79.63208,529.6211,1,0
1409,2019/11/20 14:07:43.16,37.17834,80.30282,530.0347,1,0
1410,2019/11/20 14:07:43.94,37.50873,80.94638,531.0505,1,0
1411,2019/11/20 14:07:43.152,38.46983,80.33211,531.3621,1,0
1412,2019/11/20 14:07:43.238,38.51078,80.29695,531.3687,1,0
1413,2019/11/20 14:07:43.316,37.93771,80.76001,530.0256,1,0
1414,2019/11/20 14:07:43.375,36.8973,79.21001,528.0601,1,0
1415,2019/11/20 14:07:43.454,36.16053,75.40923,526.4837,1,0
1416,2019/11/20 14:07:43.528,35.55019,72.58125,524.7267,1,0
1417,2019/11/20 14:07:43.587,35.59108,71.31537,522.8425,1,0
1418,2019/11/20 14:07:43.666,35.50021,69.3117,523.4235,1,0
1419,2019/11/20 14:07:43.742,35.36719,66.32721,523.9302,1,0
1420,2019/11/20 14:07:43.804,35.05067,64.42825,523.6789,1,0
1421,2019/11/20 14:07:43.883,34.78225,62.50262,523.1578,1,0
1422,2019/11/20 14:07:43.954,34.79491,62.21729,523.8795,1,0
1423,2019/11/20 14:07:44.16,34.7557,63.01452,523.2481,1,0
1424,2019/11/20 14:07:44.97,35.0111,63.1158,522.4621,1,0
1425,2019/11/20 14:07:44.173,35.37766,62.51128,521.8101,1,0
1426,2019/11/20 14:07:44.236,35.50027,62.23303,521.65,1,0
1427,2019/11/20 14:07:44.317,35.36644,62.14835,521.0963,1,0
1428,2019/11/20 14:07:44.391,35.39861,62.48661,521.0845,1,0
1429,2019/11/20 14:07:44.459,35.86864,62.10215,520.4509,1,0
1430,2019/11/20 14:07:44.541,36.27775,61.52548,520.6951,1,0
1431,2019/11/20 14:07:44.613,36.5586,60.35619,520.5089,1,0
1432,2019/11/20 14:07:44.674,36.55666,59.95879,520.8135,1,0
1433,2019/11/20 14:07:44.751,36.91475,59.73947,520.7834,1,0
1434,2019/11/20 14:07:44.827,37.374,60.70648,521.0448,1,0
1435,2019/11/20 14:07:44.891,38.3207,60.54034,521.2909,1,0
1436,2019/11/20 14:07:44.969,38.57843,60.04215,521.0141,1,0
1437,2019/11/20 14:07:45.43,38.76442,59.69954,521.4951,1,0
1438,2019/11/20 14:07:45.102,39.05116,59.24228,522.1158,1,0
1439,2019/11/20 14:07:45.186,39.06378,59.15051,522.2474,1,0
1440,2019/11/20 14:07:45.262,39.2141,59.55404,522.5709,1,0
1441,2019/11/20 14:07:45.326,39.15686,59.97459,523.5355,1,0
1442,2019/11/20 14:07:45.409,39.07732,59.57255,523.8259,1,0
1443,2019/11/20 14:07:45.485,39.19042,58.47973,523.807,1,0
1444,2019/11/20 14:07:45.547,39.55821,56.98269,523.6482,1,0
1445,2019/11/20 14:07:45.625,39.8248,56.25296,523.6138,1,0
1446,2019/11/20 14:07:45.700,40.43473,53.57448,524.0172,1,0
1447,2019/11/20 14:07:45.764,40.87418,51.2038,523.7871,1,0
1448,2019/11/20 14:07:45.843,40.99983,49.51306,523.7899,1,0
1449,2019/11/20 14:07:45.928,41.20316,48.52496,523.7531,1,0
1450,2019/11/20 14:07:45.998,41.74886,49.09718,523.786,1,0
1451,2019/11/20 14:07:46.79,41.87845,49.69769,523.8468,1,0
