count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus
366,2019/11/19 17:44:53.427,111.0821,21.96429,632.8535,1,0
367,2019/11/19 17:44:53.485,111.0976,21.57136,632.9603,1,0
368,2019/11/19 17:44:53.558,111.0936,21.42127,633.1095,1,0
369,2019/11/19 17:44:53.634,111.0378,21.92665,633.332,1,0
370,2019/11/19 17:44:53.687,111.537,21.6891,633.3605,1,0
371,2019/11/19 17:44:53.761,111.7298,20.90497,633.5111,1,0
372,2019/11/19 17:44:53.840,111.9596,20.15902,633.9686,1,0
373,2019/11/19 17:44:53.896,111.7121,20.35091,633.5916,1,0
374,2019/11/19 17:44:53.971,111.76,21.18341,633.7532,1,0
375,2019/11/19 17:44:54.46,111.3611,21.36979,633.1493,1,0
376,2019/11/19 17:44:54.104,111.1824,20.87633,632.7598,1,0
377,2019/11/19 17:44:54.178,111.1687,21.06988,633.0982,1,0
378,2019/11/19 17:44:54.246,110.8556,22.45751,632.4426,1,0
379,2019/11/19 17:44:54.304,110.8532,24.22935,632.0757,1,0
380,2019/11/19 17:44:54.386,110.4097,25.02511,631.287,1,0
381,2019/11/19 17:44:54.461,110.2625,25.23791,631.7645,1,0
382,2019/11/19 17:44:54.514,109.6421,26.088,631.3525,1,0
383,2019/11/19 17:44:54.584,109.1977,24.48519,631.0897,1,0
384,2019/11/19 17:44:54.645,110.3341,22.06155,631.2195,1,0
385,2019/11/19 17:44:54.698,111.5649,21.10668,632.1487,1,0
